_elapsed,_wall,contact_count,elapsed_s,state
42.579885,1788156986.698633,0,75.62840396199317,IDLE
42.681781,1788156986.800529,0,75.7303948859917,IDLE
42.785212,1788156986.903960,0,75.83335068699671,IDLE
42.886943,1788156987.005692,0,75.93537399999332,IDLE
42.990519,1788156987.109267,0,76.03850480199617,IDLE
43.093507,1788156987.212255,0,76.14107946999138,IDLE
43.196990,1788156987.315738,0,76.24548142899584,IDLE
43.300793,1788156987.419541,0,76.34874104699702,IDLE
43.402463,1788156987.521211,0,76.45079748998978,IDLE
43.505952,1788156987.624701,0,76.55406727400259,IDLE
43.609388,1788156987.728137,0,76.65797684100107,IDLE
43.711808,1788156987.830557,0,76.76013422899996,IDLE
43.814779,1788156987.933528,0,76.86339379099081,IDLE
43.917289,1788156988.036037,0,76.96555667900247,IDLE
44.019536,1788156988.138285,0,77.06820314399374,IDLE
44.122884,1788156988.241633,0,77.17124131599849,IDLE
44.224876,1788156988.343624,0,77.27344542599167,IDLE
44.328428,1788156988.447177,0,77.37663437699666,IDLE
44.430512,1788156988.549261,0,77.47886117298913,IDLE
44.534037,1788156988.652786,0,77.58156974999292,IDLE
44.636900,1788156988.755649,0,77.68468614399899,IDLE
44.740029,1788156988.858778,0,77.78854230299476,IDLE
44.843575,1788156988.962323,0,77.89217190499767,IDLE
44.945925,1788156989.064673,0,77.994257311002,IDLE
45.048602,1788156989.167350,0,78.09716640799888,IDLE
45.152304,1788156989.271053,0,78.20086939899193,IDLE
45.256004,1788156989.374753,0,78.30453855599626,IDLE
45.359415,1788156989.478163,0,78.40656035099528,IDLE
45.461007,1788156989.579755,0,78.50957457799814,IDLE
45.571914,1788156989.690662,0,78.61348112599808,IDLE
45.667615,1788156989.786364,0,78.71588249699562,IDLE
45.770529,1788156989.889278,0,78.81879981599923,IDLE
45.872638,1788156989.991386,0,78.92094664799515,IDLE
45.975217,1788156990.093966,0,79.0238048559986,IDLE
46.081669,1788156990.200418,0,79.12624230099027,IDLE
46.179660,1788156990.298409,0,79.2282355579955,IDLE
46.285580,1788156990.404329,0,79.33382487700146,IDLE
46.388006,1788156990.506754,0,79.43613526599074,IDLE
46.492123,1788156990.610872,0,79.54069385598996,IDLE
46.599758,1788156990.718507,0,79.6482989849901,IDLE
46.703641,1788156990.822390,0,79.75222621799912,IDLE
46.806697,1788156990.925446,0,79.85449588399206,IDLE
46.909384,1788156991.028133,0,79.95741316599015,IDLE
47.011783,1788156991.130532,0,80.06009466899559,IDLE
47.114276,1788156991.233025,0,80.16287770899362,IDLE
47.217283,1788156991.336032,0,80.26535328499449,IDLE
47.319543,1788156991.438291,0,80.36753772800148,IDLE
47.424300,1788156991.543048,0,80.46983043198998,IDLE
47.524001,1788156991.642750,0,80.57261702799588,IDLE
47.627467,1788156991.746216,0,80.67545549399802,IDLE
47.728853,1788156991.847601,0,80.77748841799621,IDLE
47.831910,1788156991.950658,0,80.88049645999854,IDLE
47.936557,1788156992.055305,0,80.98425315599889,IDLE
48.039986,1788156992.158734,0,81.08802820299752,IDLE
48.142586,1788156992.261335,0,81.19119167099416,IDLE
48.245517,1788156992.364266,0,81.29347528200014,IDLE
48.348494,1788156992.467243,0,81.39711379200162,IDLE
48.452367,1788156992.571116,0,81.5002250559919,IDLE
48.553931,1788156992.672680,0,81.60251987099764,IDLE
48.656873,1788156992.775621,0,81.70528429999831,IDLE
48.759626,1788156992.878375,0,81.80821743399429,IDLE
48.862518,1788156992.981267,0,81.91109234499163,IDLE
48.965215,1788156993.083964,0,82.01322347400128,IDLE
49.067763,1788156993.186512,0,82.11590323600103,IDLE
49.170655,1788156993.289404,0,82.21884790700278,IDLE
49.272750,1788156993.391499,0,82.32083616399905,IDLE
49.376439,1788156993.495188,0,82.42358575899561,IDLE
49.477822,1788156993.596571,0,82.52639752200048,IDLE
49.581405,1788156993.700154,0,82.62999495699478,IDLE
49.685159,1788156993.803908,0,82.73357335499895,IDLE
49.792841,1788156993.911590,0,82.84141239299788,IDLE
49.896458,1788156994.015207,0,82.94492417899892,IDLE
50.000886,1788156994.119635,0,83.0490656359907,IDLE
50.104081,1788156994.222830,0,83.15232571600063,IDLE
50.205827,1788156994.324576,0,83.25443688199448,IDLE
50.309204,1788156994.427952,0,83.35740362700017,IDLE
50.411197,1788156994.529946,0,83.45954481099034,IDLE
50.516273,1788156994.635022,0,83.56411567798932,IDLE
50.619766,1788156994.738515,0,83.66827254300006,IDLE
50.722278,1788156994.841027,0,83.77029309599311,IDLE
50.824521,1788156994.943269,0,83.87311669198971,IDLE
50.927480,1788156995.046228,0,83.97575847199187,IDLE
51.030127,1788156995.148875,0,84.07867658798932,IDLE
51.134141,1788156995.252890,0,84.18265089498891,IDLE
